Test loss: tensor(0.7736, device='cuda:0')accuary:0.045
Test loss: tensor(0.7729, device='cuda:0')accuary:0.06
Test loss: tensor(0.7595, device='cuda:0')accuary:0.06875
Test loss: tensor(0.7625, device='cuda:0')accuary:0.05125
Test loss: tensor(0.7510, device='cuda:0')accuary:0.065
Test loss: tensor(0.7483, device='cuda:0')accuary:0.055
Test loss: tensor(0.7440, device='cuda:0')accuary:0.06625
Test loss: tensor(0.7454, device='cuda:0')accuary:0.06875
Test loss: tensor(0.7551, device='cuda:0')accuary:0.06
Test loss: tensor(0.7517, device='cuda:0')accuary:0.05
Test loss: tensor(0.7431, device='cuda:0')accuary:0.06
Test loss: tensor(0.7404, device='cuda:0')accuary:0.05625
Test loss: tensor(1.1522, device='cuda:0')accuary:0.0
Test loss: tensor(1.5900, device='cuda:0')accuary:0.015
Test loss: tensor(1.2222, device='cuda:0')accuary:0.0225
Test loss: tensor(1.1173, device='cuda:0')accuary:0.02125
Test loss: tensor(1.1398, device='cuda:0')accuary:0.01625
Test loss: tensor(1.0471, device='cuda:0')accuary:0.025
Test loss: tensor(1.0984, device='cuda:0')accuary:0.01875
Test loss: tensor(1.0621, device='cuda:0')accuary:0.01625
Test loss: tensor(1.0739, device='cuda:0')accuary:0.01625
Test loss: tensor(1.0745, device='cuda:0')accuary:0.01375
Test loss: tensor(1.0809, device='cuda:0')accuary:0.02125
Test loss: tensor(1.1506, device='cuda:0')accuary:0.02375
Test loss: tensor(1.0155, device='cuda:0')accuary:0.03375
Test loss: tensor(1.0559, device='cuda:0')accuary:0.0225
Test loss: tensor(1.0822, device='cuda:0')accuary:0.015
Test loss: tensor(1.0110, device='cuda:0')accuary:0.03625
Test loss: tensor(0.9693, device='cuda:0')accuary:0.0325
Test loss: tensor(1.0311, device='cuda:0')accuary:0.02375
Test loss: tensor(0.9744, device='cuda:0')accuary:0.0275
Test loss: tensor(0.9841, device='cuda:0')accuary:0.03125
Test loss: tensor(0.9922, device='cuda:0')accuary:0.04
Test loss: tensor(1.0184, device='cuda:0')accuary:0.03875
Test loss: tensor(0.9714, device='cuda:0')accuary:0.03375
Test loss: tensor(1.0106, device='cuda:0')accuary:0.0325
Test loss: tensor(1.0192, device='cuda:0')accuary:0.03875
Test loss: tensor(0.9646, device='cuda:0')accuary:0.03125
Test loss: tensor(0.9671, device='cuda:0')accuary:0.05
Test loss: tensor(0.9783, device='cuda:0')accuary:0.04875
Test loss: tensor(1.0273, device='cuda:0')accuary:0.03875
Test loss: tensor(0.9981, device='cuda:0')accuary:0.04375
Test loss: tensor(0.9772, device='cuda:0')accuary:0.04625
Test loss: tensor(0.9931, device='cuda:0')accuary:0.04875
Test loss: tensor(0.9625, device='cuda:0')accuary:0.04
Test loss: tensor(0.9635, device='cuda:0')accuary:0.03875
Test loss: tensor(0.9277, device='cuda:0')accuary:0.04625
Test loss: tensor(0.9704, device='cuda:0')accuary:0.04125
Test loss: tensor(0.9186, device='cuda:0')accuary:0.0475
Test loss: tensor(0.9341, device='cuda:0')accuary:0.045
Test loss: tensor(0.8791, device='cuda:0')accuary:0.04625
Test loss: tensor(0.8886, device='cuda:0')accuary:0.04875
Test loss: tensor(0.8944, device='cuda:0')accuary:0.05375
Test loss: tensor(0.8962, device='cuda:0')accuary:0.055
Test loss: tensor(0.9214, device='cuda:0')accuary:0.05125
Test loss: tensor(0.9303, device='cuda:0')accuary:0.04
Test loss: tensor(0.9705, device='cuda:0')accuary:0.045
Test loss: tensor(0.9232, device='cuda:0')accuary:0.045
Test loss: tensor(0.9085, device='cuda:0')accuary:0.0425
Test loss: tensor(0.9590, device='cuda:0')accuary:0.04
Test loss: tensor(0.9070, device='cuda:0')accuary:0.0475
Test loss: tensor(0.9348, device='cuda:0')accuary:0.0325
Test loss: tensor(0.8993, device='cuda:0')accuary:0.05375
Test loss: tensor(0.9484, device='cuda:0')accuary:0.04625
Test loss: tensor(0.9117, device='cuda:0')accuary:0.04875
Test loss: tensor(0.9398, device='cuda:0')accuary:0.04375
Test loss: tensor(0.9644, device='cuda:0')accuary:0.0375
Test loss: tensor(0.9195, device='cuda:0')accuary:0.03625
Test loss: tensor(0.8893, device='cuda:0')accuary:0.04875
Test loss: tensor(0.9321, device='cuda:0')accuary:0.045
Test loss: tensor(0.9098, device='cuda:0')accuary:0.06125
Test loss: tensor(0.9332, device='cuda:0')accuary:0.04625
Test loss: tensor(0.8960, device='cuda:0')accuary:0.055
Test loss: tensor(0.9433, device='cuda:0')accuary:0.04875
Test loss: tensor(0.9505, device='cuda:0')accuary:0.0525
Test loss: tensor(0.9643, device='cuda:0')accuary:0.04625
Test loss: tensor(0.9689, device='cuda:0')accuary:0.045
Test loss: tensor(0.9421, device='cuda:0')accuary:0.04375
Test loss: tensor(0.9781, device='cuda:0')accuary:0.045
Test loss: tensor(0.9480, device='cuda:0')accuary:0.04
Test loss: tensor(0.9784, device='cuda:0')accuary:0.035
Test loss: tensor(0.9672, device='cuda:0')accuary:0.04375
Test loss: tensor(0.9326, device='cuda:0')accuary:0.0475
Test loss: tensor(0.9627, device='cuda:0')accuary:0.0525
Test loss: tensor(0.9166, device='cuda:0')accuary:0.0525
Test loss: tensor(0.9114, device='cuda:0')accuary:0.045
Test loss: tensor(0.9954, device='cuda:0')accuary:0.04625
Test loss: tensor(0.9430, device='cuda:0')accuary:0.03625
Test loss: tensor(1.0123, device='cuda:0')accuary:0.0475
Test loss: tensor(0.9341, device='cuda:0')accuary:0.06625
Test loss: tensor(0.9986, device='cuda:0')accuary:0.04625
Test loss: tensor(0.9822, device='cuda:0')accuary:0.05875
Test loss: tensor(0.9581, device='cuda:0')accuary:0.05125
Test loss: tensor(0.9837, device='cuda:0')accuary:0.05375
Test loss: tensor(0.9763, device='cuda:0')accuary:0.0325
Test loss: tensor(0.9751, device='cuda:0')accuary:0.0425
Test loss: tensor(0.9916, device='cuda:0')accuary:0.04625
Test loss: tensor(0.9602, device='cuda:0')accuary:0.04375
Test loss: tensor(0.9845, device='cuda:0')accuary:0.05125
Test loss: tensor(0.9992, device='cuda:0')accuary:0.0475
Test loss: tensor(1.0216, device='cuda:0')accuary:0.03625
Test loss: tensor(1.0054, device='cuda:0')accuary:0.04625
Test loss: tensor(1.0430, device='cuda:0')accuary:0.05125
Test loss: tensor(1.0210, device='cuda:0')accuary:0.04375
Test loss: tensor(1.0392, device='cuda:0')accuary:0.045
Test loss: tensor(1.0543, device='cuda:0')accuary:0.04125
Test loss: tensor(1.0547, device='cuda:0')accuary:0.0375
Test loss: tensor(1.0247, device='cuda:0')accuary:0.05125
Test loss: tensor(0.9440, device='cuda:0')accuary:0.05625
Test loss: tensor(1.0238, device='cuda:0')accuary:0.0525
Test loss: tensor(1.0416, device='cuda:0')accuary:0.04875
Test loss: tensor(1.0586, device='cuda:0')accuary:0.04625
Test loss: tensor(1.0373, device='cuda:0')accuary:0.03875
Test loss: tensor(1.0185, device='cuda:0')accuary:0.045
Test loss: tensor(1.0384, device='cuda:0')accuary:0.05375
Test loss: tensor(1.0177, device='cuda:0')accuary:0.05125
Test loss: tensor(1.0339, device='cuda:0')accuary:0.04875
Test loss: tensor(1.0406, device='cuda:0')accuary:0.0525
Test loss: tensor(1.0582, device='cuda:0')accuary:0.045
Test loss: tensor(0.9964, device='cuda:0')accuary:0.0475
Test loss: tensor(1.0824, device='cuda:0')accuary:0.0425
Test loss: tensor(1.0588, device='cuda:0')accuary:0.05375
Test loss: tensor(1.0086, device='cuda:0')accuary:0.045
Test loss: tensor(1.0815, device='cuda:0')accuary:0.05125
Test loss: tensor(1.0425, device='cuda:0')accuary:0.04875
Test loss: tensor(1.0257, device='cuda:0')accuary:0.0475
Test loss: tensor(1.0412, device='cuda:0')accuary:0.0475
Test loss: tensor(1.0689, device='cuda:0')accuary:0.04125
Test loss: tensor(1.0127, device='cuda:0')accuary:0.05625
Test loss: tensor(1.0815, device='cuda:0')accuary:0.04375
Test loss: tensor(1.0165, device='cuda:0')accuary:0.05375
Test loss: tensor(1.0667, device='cuda:0')accuary:0.0525
Test loss: tensor(0.9979, device='cuda:0')accuary:0.04875
Test loss: tensor(1.0810, device='cuda:0')accuary:0.0425
Test loss: tensor(1.0826, device='cuda:0')accuary:0.04625
Test loss: tensor(1.0206, device='cuda:0')accuary:0.0525
Test loss: tensor(1.0791, device='cuda:0')accuary:0.05
Test loss: tensor(1.0623, device='cuda:0')accuary:0.045
Test loss: tensor(1.0419, device='cuda:0')accuary:0.05
Test loss: tensor(1.0896, device='cuda:0')accuary:0.04125
Test loss: tensor(1.1134, device='cuda:0')accuary:0.0525
Test loss: tensor(1.0683, device='cuda:0')accuary:0.045
Test loss: tensor(1.0342, device='cuda:0')accuary:0.05625
Test loss: tensor(1.0284, device='cuda:0')accuary:0.05625
Test loss: tensor(1.1044, device='cuda:0')accuary:0.04125
Test loss: tensor(1.0181, device='cuda:0')accuary:0.055
Test loss: tensor(1.0698, device='cuda:0')accuary:0.05125
Test loss: tensor(1.0561, device='cuda:0')accuary:0.0575
Test loss: tensor(1.0167, device='cuda:0')accuary:0.06125
Test loss: tensor(1.1409, device='cuda:0')accuary:0.0425
Test loss: tensor(1.0741, device='cuda:0')accuary:0.05375
Test loss: tensor(1.0557, device='cuda:0')accuary:0.05625
Test loss: tensor(1.0716, device='cuda:0')accuary:0.04875
Test loss: tensor(1.0318, device='cuda:0')accuary:0.04625
Test loss: tensor(1.0854, device='cuda:0')accuary:0.0575
Test loss: tensor(1.0238, device='cuda:0')accuary:0.0575
Test loss: tensor(1.1208, device='cuda:0')accuary:0.04875
Test loss: tensor(1.1215, device='cuda:0')accuary:0.0425
Test loss: tensor(1.0614, device='cuda:0')accuary:0.04375
Test loss: tensor(1.0870, device='cuda:0')accuary:0.04875
Test loss: tensor(1.1257, device='cuda:0')accuary:0.05
Test loss: tensor(1.0867, device='cuda:0')accuary:0.0475
Test loss: tensor(0.2422, device='cuda:0')accuary:0.13125
Test loss: tensor(0.2103, device='cuda:0')accuary:0.16
Test loss: tensor(0.2008, device='cuda:0')accuary:0.17875
Test loss: tensor(0.1829, device='cuda:0')accuary:0.2075
Test loss: tensor(0.1722, device='cuda:0')accuary:0.23125
Test loss: tensor(0.2312, device='cuda:0')accuary:0.15
Test loss: tensor(0.1609, device='cuda:0')accuary:0.23875
Test loss: tensor(0.1404, device='cuda:0')accuary:0.275
Test loss: tensor(0.1439, device='cuda:0')accuary:0.28375
Test loss: tensor(0.1237, device='cuda:0')accuary:0.31875
Test loss: tensor(0.1244, device='cuda:0')accuary:0.31875
Test loss: tensor(0.1208, device='cuda:0')accuary:0.32
Test loss: tensor(0.1157, device='cuda:0')accuary:0.35625
Test loss: tensor(0.1173, device='cuda:0')accuary:0.33625
Test loss: tensor(0.1103, device='cuda:0')accuary:0.3675
Test loss: tensor(0.1038, device='cuda:0')accuary:0.38875
Test loss: tensor(0.1010, device='cuda:0')accuary:0.395
Test loss: tensor(0.0956, device='cuda:0')accuary:0.4025
Test loss: tensor(0.0952, device='cuda:0')accuary:0.42875
Test loss: tensor(0.0998, device='cuda:0')accuary:0.39875
Test loss: tensor(0.0915, device='cuda:0')accuary:0.4275
Test loss: tensor(0.0916, device='cuda:0')accuary:0.41625
Test loss: tensor(0.0890, device='cuda:0')accuary:0.42875
Test loss: tensor(0.0883, device='cuda:0')accuary:0.445
Test loss: tensor(0.0950, device='cuda:0')accuary:0.4225
Test loss: tensor(0.0787, device='cuda:0')accuary:0.45375
Test loss: tensor(0.0802, device='cuda:0')accuary:0.46375
Test loss: tensor(0.0728, device='cuda:0')accuary:0.4825
Test loss: tensor(0.0772, device='cuda:0')accuary:0.45125
Test loss: tensor(0.0757, device='cuda:0')accuary:0.48125
Test loss: tensor(0.0764, device='cuda:0')accuary:0.495
Test loss: tensor(0.0755, device='cuda:0')accuary:0.485
Test loss: tensor(0.0727, device='cuda:0')accuary:0.50375
Test loss: tensor(0.0734, device='cuda:0')accuary:0.50375
Test loss: tensor(0.0719, device='cuda:0')accuary:0.50125
Test loss: tensor(0.0710, device='cuda:0')accuary:0.51875
Test loss: tensor(0.0692, device='cuda:0')accuary:0.48875
Test loss: tensor(0.0665, device='cuda:0')accuary:0.54125
Test loss: tensor(0.0686, device='cuda:0')accuary:0.52
Test loss: tensor(0.0617, device='cuda:0')accuary:0.54375
Test loss: tensor(0.0707, device='cuda:0')accuary:0.52875
Test loss: tensor(0.0659, device='cuda:0')accuary:0.53375
Test loss: tensor(0.0665, device='cuda:0')accuary:0.535
Test loss: tensor(0.0635, device='cuda:0')accuary:0.53625
Test loss: tensor(0.0618, device='cuda:0')accuary:0.52375
Test loss: tensor(0.0632, device='cuda:0')accuary:0.54125
Test loss: tensor(0.0616, device='cuda:0')accuary:0.555
Test loss: tensor(0.0661, device='cuda:0')accuary:0.53625
Test loss: tensor(0.0602, device='cuda:0')accuary:0.56375
Test loss: tensor(0.0617, device='cuda:0')accuary:0.5525
Test loss: tensor(0.0606, device='cuda:0')accuary:0.5575
Test loss: tensor(0.0679, device='cuda:0')accuary:0.5275
Test loss: tensor(0.0616, device='cuda:0')accuary:0.5475
Test loss: tensor(0.0631, device='cuda:0')accuary:0.55
Test loss: tensor(0.0574, device='cuda:0')accuary:0.58
Test loss: tensor(0.0574, device='cuda:0')accuary:0.56625
Test loss: tensor(0.0586, device='cuda:0')accuary:0.565
Test loss: tensor(0.0621, device='cuda:0')accuary:0.56625
Test loss: tensor(0.0573, device='cuda:0')accuary:0.58
Test loss: tensor(0.0527, device='cuda:0')accuary:0.56375
Test loss: tensor(0.0589, device='cuda:0')accuary:0.57875
Test loss: tensor(0.0576, device='cuda:0')accuary:0.55875
Test loss: tensor(0.0591, device='cuda:0')accuary:0.57
Test loss: tensor(0.0602, device='cuda:0')accuary:0.55375
Test loss: tensor(0.0578, device='cuda:0')accuary:0.5875
Test loss: tensor(0.0607, device='cuda:0')accuary:0.55375
Test loss: tensor(0.0572, device='cuda:0')accuary:0.57375
Test loss: tensor(0.0586, device='cuda:0')accuary:0.5875
Test loss: tensor(0.0559, device='cuda:0')accuary:0.5875
Test loss: tensor(0.0597, device='cuda:0')accuary:0.58625
Test loss: tensor(0.0536, device='cuda:0')accuary:0.615
Test loss: tensor(0.0536, device='cuda:0')accuary:0.60625
Test loss: tensor(0.0559, device='cuda:0')accuary:0.5875
Test loss: tensor(0.0594, device='cuda:0')accuary:0.56375
Test loss: tensor(0.0654, device='cuda:0')accuary:0.5525
Test loss: tensor(0.0544, device='cuda:0')accuary:0.6025
Test loss: tensor(0.0551, device='cuda:0')accuary:0.6
Test loss: tensor(0.0521, device='cuda:0')accuary:0.60125
Test loss: tensor(0.0563, device='cuda:0')accuary:0.56875
Test loss: tensor(0.0533, device='cuda:0')accuary:0.59875
Test loss: tensor(0.0568, device='cuda:0')accuary:0.5875
Test loss: tensor(0.0514, device='cuda:0')accuary:0.595
Test loss: tensor(0.0539, device='cuda:0')accuary:0.60625
Test loss: tensor(0.0551, device='cuda:0')accuary:0.5975
